"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 04 18:03:32 CST 2020","Thu Jun 04 18:03:36 CST 2020","3972","","testrun","TestClass","","","test_run[5-0-4-从登录页面-跳转到测试主页-[""input_keywords"",""input_keywords"",""click""]-[""(By.ID,'input-12')|guorong.chen@uwa4d.com"",""(By.ID,'input-15')|uwa123456"",""""""By.XPATH,'//*[@id=""uwa-signin-view""]/div[2]/form/div/div[3]/div[2]/button/span'""""""]-get_url-[""none""]-https://test.uwa4d.com/u/overview.html-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[98-0-97-项目页-点击LOW-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section.overflow-visible > div.report-content > div.report > div > div > div > div.task-list.el-col.el-col-14 > div.task-filter-container > div.btn-group > button.el-button.btn-outline.el-button--default.el-button--small.btn-outline-low > span'""]-get_url-[""none""]-https://test.uwa4d.com/u/got/resource.html/report?dataKey=20170721104021oes4f925317&project=233&engine=1-None]",""
"passed","Thu Jun 04 18:03:58 CST 2020","Thu Jun 04 18:04:01 CST 2020","3085","","testrun","TestClass","","","test_run[13-0-12-从项目页-测试概览-点击能耗均值-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div.main-chart.el-row > div.data-column.overview.el-col.el-col-7 > ul > li:nth-child(5) > span.name'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-能耗均值-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[52-0-51-报告详情页面-Assert-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div:nth-child(2) > div.table-header > button.el-button.el-button--default.el-button--small.is-plain.btn-Assert'""]-get_url-[""none""]-https://test.uwa4d.com/u/got/perfanalysis.html/log?dataKey=20200217171959cog16ce4639&project=7040&engine=1-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[26-0-25-从报告详情页面-硬件信息页面-点击硬件信息-能耗均值 (%)-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div > div.widget-container.el-row > div:nth-child(1) > div > div.el-row > div.el-col.el-col-16 > p'""]-get_text-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div > div.hchart-content > div > div.hchart-header > h3'""]-电量-None]",""
"skipped","Thu Jun 04 18:03:06 CST 2020","Thu Jun 04 18:03:06 CST 2020","0","","testrun","TestClass","","","test_run[140-0-139-GOT-回主页-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-side-menu > div > a > img'""]-get_url-[""none""]-https://test.uwa4d.com/u/overview.html#offline_service-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[71-0-70-项目页-点击MEDIUM-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section.overflow-visible > div.report-content > div.report > div > div > div > div.task-list.el-col.el-col-14 > div.task-filter-container > div.btn-group > button.el-button.btn-outline.el-button--default.el-button--small.btn-outline-medium > span'""]-get_url-[""none""]-https://test.uwa4d.com/u/got/mono.html/report?dataKey=20190826183650ple567d3577&project=6553&engine=1-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[44-0-43-报告详情页面-动画模块性能-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-side-menu > ul > li.el-submenu.is-active.is-opened.router-link-exact-active > ul > li:nth-child(3) > a > span'""]-get_text-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.engine-info.report-content > div.line-chart.section-container > div > div.hchart-header > h3'""]-Animators.Update CPU均值-None]",""
"passed","Thu Jun 04 18:04:48 CST 2020","Thu Jun 04 18:04:53 CST 2020","4445","","testrun","TestClass","","","test_run[1-0-0-打开测试首页-跳转到问答页面-[""click""]-[""By.LINK_TEXT,'问答'""]-get_title-[""none""]-UWA问答：帮助开发者找到更好的答案-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[87-1-86-从消息通知页面-跳转到报告详情页面-运行日志页面-[""back""]-[""none""]-get_url-[""none""]-https://test.uwa4d.com/u/gpm/log?dataKey=20200119011251.v516ce9859&project=6821-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[42-0-41-报告详情页面-DrawCall峰值-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.engine-info.report-content > div.widget-container.el-row > div:nth-child(3) > div'""]-get_text-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.engine-info.report-content > div.line-chart.section-container > div > div.hchart-header > h3'""]-DrawCall峰值-None]",""
"skipped","Thu Jun 04 18:03:06 CST 2020","Thu Jun 04 18:03:06 CST 2020","0","","testrun","TestClass","","","test_run[141-0-140-GOT-向上-[""page_up""]-[2]-get_text-[""By.CSS_SELECTOR,'#pane-gotProjects > div > div.projects-container > div > div > div.project-content > div.project-desc > div.project-desc-header > p'""]-已完成-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[28-0-27-报告详情页面-点击HIGH-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section.overflow-visible > div.report-content > div.report > div > div > div > div.task-list.el-col.el-col-14 > div.task-filter-container > div.btn-group > button.el-button.btn-outline.el-button--default.el-button--small.btn-outline-high > span'""]-get_url-[""none""]-https://test.uwa4d.com/u/got/perfanalysis.html/report?dataKey=20200217171959cog16ce4639&project=7040&engine=1-None]",""
"skipped","Thu Jun 04 18:03:06 CST 2020","Thu Jun 04 18:03:06 CST 2020","0","","testrun","TestClass","","","test_run[122-0-121-项目页-Function数量峰值-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div.main-chart.el-row > div.data-column.overview.el-col.el-col-7 > ul > li:nth-child(6) > span.name'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-Function数量峰值-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[73-0-72-从报告详情页面-资源统计页面-跳转到账户设置界面-[""perform_click""]-[""(By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-header > div > div > div > span > img')|(By.LINK_TEXT,'账户设置')""]-get_url-[""none""]-https://test.uwa4d.com/u/setting.html-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[81-0-80-从GOT Online界面-运行(1)-[""click""]-[""By.CSS_SELECTOR,'#pane-gotProjects > div > div.button-container > button:nth-child(3) > span'""]-get_text-[""By.CSS_SELECTOR,'#pane-gotProjects > div > div.projects-container > div > div > div.project-content > div.project-desc > div.project-desc-header > p'""]-已完成-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[92-0-91-项目页-网格-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section.overflow-visible > div.report-content > div.main-chart.el-row > div.pa-column.el-col.el-col-7 > ul > li:nth-child(2) > span.name'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-网格-None]",""
"passed","Thu Jun 04 18:04:54 CST 2020","Thu Jun 04 18:04:55 CST 2020","1163","","testrun","TestClass","","","test_run[3-0-2-从测试首页-跳转到性能诊断与优化-[""perform_click""]-[""(By.LINK_TEXT,'功能')|(By.LINK_TEXT,'性能诊断与优化')""]-get_url-[""none""]-https://test.uwa4d.com/#feature-None]",""
"passed","Thu Jun 04 18:03:24 CST 2020","Thu Jun 04 18:03:25 CST 2020","1075","","testrun","TestClass","","","test_run[2-1-1-从价格页面-返回到测试首页-[""back""]-[""none""]-get_title-[""none""]-UWA - 简单优化、优化简单-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[62-0-61-从报告详情页面-资源统计页面-点击资源统计-网格资源-网格资源资源数量-[""click""]-[""""""By.XPATH,'//*[@id=""uwa-main-app""]/div[2]/div[3]/div[2]/div[2]/div[1]/div[1]/label[1]/span[2]'""""""]-get_attr-[""""""(By.XPATH,'//*[@id=""uwa-main-app""]/div[2]/div[3]/div[2]/div[2]/div[1]/div[1]/label[1]/span[1]')|class""""""]-el-radio__input is-checked-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[65-0-64-项目页-查看-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div.section-container.table-container > div.el-table.test-info-table.section-container.el-table--fit.el-table--border.el-table--enable-row-transition > div.el-table__body-wrapper.is-scrolling-none > table > tbody > tr > td.el-table_1_column_9 > div > button > span'""]-get_url-[""none""]-https://test.uwa4d.com/u/got/mono.html/report?dataKey=20190826183650ple567d3577&project=6553&engine=1-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[33-0-32-从报告详情页面-硬件信息页面-跳转到消息通知页面-[""perform_click""]-[""(By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-header > div > div > div > span > img')|(By.LINK_TEXT,'消息通知')""]-get_url-[""none""]-https://test.uwa4d.com/u/notifications.html-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[88-0-87-GOT-回主页-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-side-menu > div > a > img'""]-get_url-[""none""]-https://test.uwa4d.com/u/overview.html#offline_service-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[83-0-82-项目页-纹理-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div.main-chart.el-row > div.data-column.asset.el-col.el-col-7 > ul > li:nth-child(1) > span.name'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-纹理-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[21-1-20-从账户设置页面-跳转到报告详情页面-运行信息页面-[""back""]-[""none""]-get_url-[""none""]-https://test.uwa4d.com/u/gpm/basicinfo?dataKey=20200119011251.v516ce9859&project=6821-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[113-0-112-GOT-回主页-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-side-menu > div > a > img'""]-get_url-[""none""]-https://test.uwa4d.com/u/overview.html#offline_service-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[55-1-54-从账户设置页面-跳转到报告详情页面-GPU信息页面-[""back""]-[""none""]-get_url-[""none""]-https://test.uwa4d.com/u/gpm/gpu?dataKey=20200119011251.v516ce9859&project=6821-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[96-0-95-项目页-Shader-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section.overflow-visible > div.report-content > div.main-chart.el-row > div.pa-column.el-col.el-col-7 > ul > li:nth-child(6) > span.name'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-Shader-None]",""
"passed","Thu Jun 04 18:02:00 CST 2020","Thu Jun 04 18:02:03 CST 2020","3162","","testrun","TestClass","","","test_run[6-0-5-从GOT Online界面-MONO堆内存分析(1)-[""click""]-[""By.CSS_SELECTOR,'#pane-gotProjects > div > div.button-container > button:nth-child(2) > span'""]-get_text-[""By.CSS_SELECTOR,'#pane-gotProjects > div > div.projects-container > div > div > div.project-content > div.project-desc > div.project-desc-header > p'""]-已完成-None]",""
"passed","Thu Jun 04 18:05:25 CST 2020","Thu Jun 04 18:05:27 CST 2020","1886","","testrun","TestClass","","","test_run[13-0-12-从本地资源检测报告首页-点击相关下载-[""perform_click""]-[""(By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-title > div.operation > div.download-dropdown.el-dropdown > button > span')|(By.CSS_SELECTOR,'ul > li.el-dropdown-menu__item:nth-last-child(5)')""]-get_url-[""none""]-https://test.uwa4d.com/u/pipeline/overview?project=6746&type=7-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[77-0-76-从报告详情页面-逻辑代码页面-跳转到消息通知页面-[""perform_click""]-[""(By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-header > div > div > div > span > img')|(By.LINK_TEXT,'消息通知')""]-get_url-[""none""]-https://test.uwa4d.com/u/notifications.html-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[39-0-38-报告详情页面-点击总体性能趋势-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-side-menu > ul > li:nth-child(6) > div > span'""]-get_text-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-side-menu > ul > li.el-submenu.is-opened > ul > li:nth-child(1) > a > span'""]-渲染模块性能-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[109-0-108-项目页-纹理资源-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-side-menu > ul > li:nth-child(6) > a > span'""]-get_url-[""none""]-https://test.uwa4d.com/u/got/resource.html/asset?dataKey=20170721104021oes4f925317&project=233&assetType=Material&engine=1-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[31-0-30-报告详情页面-点击PSS内存峰值(B)-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div > div.widget-container.el-row > div:nth-child(3) > div > div.el-row > div.el-col.el-col-16 > p'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-PSS内存峰值-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[88-0-87-项目页-Shader-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div.main-chart.el-row > div.data-column.asset.el-col.el-col-7 > ul > li:nth-child(6) > span.name'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-Shader-None]",""
"skipped","Thu Jun 04 18:03:06 CST 2020","Thu Jun 04 18:03:06 CST 2020","1","","testrun","TestClass","","","test_run[115-0-114-从GOT Online界面-Lua(1)-[""click""]-[""By.CSS_SELECTOR,'#pane-gotProjects > div > div.button-container > button:nth-child(4) > span'""]-get_text-[""By.CSS_SELECTOR,'#pane-gotProjects > div > div.projects-container > div > div > div.project-content > div.project-desc > div.project-desc-header > p'""]-已完成-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[20-0-19-报告详情页面-点击Reserved Mono峰值-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section.overflow-visible > div.report-content > div.main-chart.el-row > div.pa-column.overview.el-col.el-col-7 > ul > li:nth-child(3) > span.name'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-Reserved Mono峰值-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[29-0-28-从报告详情页面-硬件信息页面-点击硬件信息-CPU使用率均值 (%)-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div > div.widget-container.el-row > div:nth-child(5) > div > div.el-row > div.el-col.el-col-16 > p'""]-get_text-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div > div.hchart-content > div > div.hchart-header > h3'""]-CPU 加载-None]",""
"passed","Wed May 06 16:31:40 CST 2020","Wed May 06 16:31:43 CST 2020","3089","","testrun","TestClass","","","test_run[11-0-10-从项目页-测试概览-点击Reserved Mono峰值-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div.main-chart.el-row > div.data-column.overview.el-col.el-col-7 > ul > li:nth-child(3) > span.name'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-Reserved Mono峰值-None1]",""
"passed","Wed May 06 16:24:08 CST 2020","Wed May 06 16:24:18 CST 2020","9601","","testrun","TestClass","","","test_run[5-0-4-从登录页面-跳转到测试主页-[""input_keywords"",""input_keywords"",""click""]-[""(By.ID,'input-12')|guorong.chen@uwa4d.com"",""(By.ID,'input-15')|uwa123456"",""""""By.XPATH,'//*[@id=""uwa-signin-view""]/div[2]/form/div/div[3]/div[2]/button/span'""""""]-get_url-[""none""]-https://test.uwa4d.com/u/overview.html-None0]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[70-0-69-从报告详情页面-资源统计页面-点击资源统计-材质资源-[""click""]-[""By.CSS_SELECTOR,'#tab-material'""]-get_text-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.asset-container.report-content > div:nth-child(2) > div.widget-container.el-row.el-row--flex > div:nth-child(1) > div > div.el-row > div.el-col.el-col-16 > p'""]-资源数量峰值 (个)-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[19-0-18-从报告详情页面-运行信息页面-点击运行信息-Reserved Mono峰值 (MB)-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div > div.widget-container.el-row > div:nth-child(4) > div > div.el-row > div.el-col.el-col-16 > p'""]-get_text-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div > div.hchart-content > div > div.hchart-header > h3'""]-Mono堆内存-None]",""
"skipped","Thu Jun 04 18:05:43 CST 2020","Thu Jun 04 18:05:43 CST 2020","0","","testrun","TestClass","","","test_run[27-0-26-从项目报告页-点击阈值设定-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.plugin-container.report-content > div.plugin-header > div > button > span'""]-get_text-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.plugin-container.report-content > div.panel-container.threshold-panel.active > div > div.plugin-header > button > span'""]-修改阈值-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[82-0-81-从GOT Online界面-跳转到项目页-[""click""]-[""By.CSS_SELECTOR,'#pane-gotProjects > div > div.projects-container > div > div > div.project-content > div.project-desc > div.project-desc-header > p'""]-get_text-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-side-menu > ul > li > a'""]-测试概览-None]",""
"skipped","Thu Jun 04 18:03:06 CST 2020","Thu Jun 04 18:03:06 CST 2020","1","","testrun","TestClass","","","test_run[134-0-133-项目页-点击HIGH-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section.overflow-visible > div.report-content > div.report > div > div > div > div.task-list.el-col.el-col-14 > div.task-filter-container > div.btn-group > button.el-button.btn-outline.el-button--default.el-button--small.btn-outline-high > span'""]-get_url-[""none""]-https://test.uwa4d.com/u/got/lua.html/report?dataKey=20200302103632qyn16ce6609&project=6977&engine=1-None]",""
"skipped","Thu Jun 04 18:03:06 CST 2020","Thu Jun 04 18:03:06 CST 2020","0","","testrun","TestClass","","","test_run[142-0-141-从登录状态-变成退出登录-[""click"",""perform_click""]-[""""""By.XPATH,'/html/body/div[1]/div[1]/div[2]/div'"""""",""""""(By.XPATH,'/html/body/div[1]/header/nav/div[3]/div/div')|(By.XPATH,'/html/body/ul/li[3]')""""""]-get_url-[""none""]-https://test.uwa4d.com/-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[97-0-96-项目页-RenderTexture-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section.overflow-visible > div.report-content > div.main-chart.el-row > div.pa-column.el-col.el-col-7 > ul > li:nth-child(7) > span.name'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-RenderTexture-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[32-1-31-从账户设置页面-跳转到报告详情页面-硬件信息页面-[""back""]-[""none""]-get_url-[""none""]-https://test.uwa4d.com/u/gpm/hardware?dataKey=20200119011251.v516ce9859&project=6821-None]",""
"skipped","Thu Jun 04 18:05:43 CST 2020","Thu Jun 04 18:05:43 CST 2020","0","","testrun","TestClass","","","test_run[23-0-22-从项目报告页-点击收起菜单栏-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.plugin-container.report-content > div.rule-table-container > div > div.el-table__body-wrapper.is-scrolling-none > table > tbody > tr.el-table__row.expanded > td.el-table_2_column_14.undefined.el-table__expand-column > div > div > i'""]-get_attr-[""(By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.plugin-container.report-content > div.rule-table-container > div > div.el-table__body-wrapper.is-scrolling-none > table > tbody > tr:nth-child(1)')|class""]-el-table__row-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[104-1-103-从消息通知页面-跳转到报告详情页面-逻辑代码页面-[""back""]-[""none""]-get_url-[""none""]-https://test.uwa4d.com/u/got/resource.html/report?dataKey=20170721104021oes4f925317&project=233&engine=1-None]",""
"skipped","Thu Jun 04 18:05:43 CST 2020","Thu Jun 04 18:05:43 CST 2020","0","","testrun","TestClass","","","test_run[35-0-34-从项目报告页-项目资源检测-点击成功的检测结果右侧下拉菜单-[""click""]-[""""""By.XPATH,'//*[@id=""uwa-main-app""]/div[2]/div[3]/div[3]/div/div[3]/table/tbody/tr[17]/td[6]/div/div/i'""""""]-get_text-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.plugin-container.report-content > div.rule-table-container > div > div.el-table__body-wrapper.is-scrolling-none > table > tbody > tr:nth-child(18) > td > div > p'""]-检测通过-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","1","","testrun","TestClass","","","test_run[27-0-26-报告详情页面-点击MEDIUM-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section.overflow-visible > div.report-content > div.report > div > div > div > div.task-list.el-col.el-col-14 > div.task-filter-container > div.btn-group > button.el-button.btn-outline.el-button--default.el-button--small.btn-outline-medium > span'""]-get_url-[""none""]-https://test.uwa4d.com/u/got/perfanalysis.html/report?dataKey=20200217171959cog16ce4639&project=7040&engine=1-None]",""
"skipped","Thu Jun 04 18:03:06 CST 2020","Thu Jun 04 18:03:06 CST 2020","0","","testrun","TestClass","","","test_run[119-0-118-项目页-累积堆内存分配（每10K帧）-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div.main-chart.el-row > div.data-column.overview.el-col.el-col-7 > ul > li:nth-child(3) > span.name'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-累积堆内存分配（每10K帧）-None]",""
"skipped","Thu Jun 04 18:03:06 CST 2020","Thu Jun 04 18:03:06 CST 2020","0","","testrun","TestClass","","","test_run[136-1-135-从账户设置页面-跳转到报告详情页面-逻辑代码页面-[""back""]-[""none""]-get_url-[""none""]-https://test.uwa4d.com/u/got/lua.html/report?dataKey=20200302103632qyn16ce6609&project=6977&engine=1-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[114-0-113-GOT-向上-[""page_up""]-[2]-get_text-[""By.CSS_SELECTOR,'#pane-gotProjects > div > div.projects-container > div > div > div.project-content > div.project-desc > div.project-desc-header > p'""]-已完成-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[84-0-83-从报告详情页面-运行日志页面-跳转到账户设置界面-[""perform_click""]-[""(By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-header > div > div > div > span > img')|(By.LINK_TEXT,'账户设置')""]-get_url-[""none""]-https://test.uwa4d.com/u/setting.html-None]",""
"skipped","Thu Jun 04 18:04:33 CST 2020","Thu Jun 04 18:04:33 CST 2020","0","","testrun","TestClass","","","test_run[16-0-15-从报告详情页面-运行信息页面-点击运行信息->33ms 帧数占比 (%)-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div > div.widget-container.el-row > div:nth-child(2) > div > div.el-row > div.el-col.el-col-16 > p'""]-get_text-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div > div.hchart-content > div > div.hchart-header > h3'""]-每帧耗时-None]",""
"passed","Wed May 06 16:31:11 CST 2020","Wed May 06 16:31:16 CST 2020","4309","","testrun","TestClass","","","test_run[1-0-0-打开测试首页-跳转到价格页面-[""click""]-[""By.LINK_TEXT,'问答'""]-get_title-[""none""]-UWA问答：帮助开发者找到更好的答案-None1]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","0","","testrun","TestClass","","","test_run[18-0-17-从报告详情页面-运行信息页面-点击运行信息-Footprint内存峰值 (MB)-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div > div.widget-container.el-row > div:nth-child(3) > div > div.el-row > div.el-col.el-col-16 > p'""]-get_text-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div > div.hchart-content > div > div.hchart-header > h3'""]-设备内存-None]",""
"skipped","Thu Jun 04 18:03:05 CST 2020","Thu Jun 04 18:03:05 CST 2020","0","","testrun","TestClass","","","test_run[62-0-61-项目页-NetworkManafer-<RequestCR?c__Iterator1E;MoveNext-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-section > div.report-content > div.main-chart.el-row > div.data-column.mono.el-col.el-col-7 > ul > li:nth-child(2) > span.name'""]-get_text-[""By.CSS_SELECTOR,'.highcharts-title > tspan'""]-NetworkManafer-<RequestCR?c__Iterator1E;MoveNext-None]",""
"skipped","Thu Jun 04 18:04:34 CST 2020","Thu Jun 04 18:04:34 CST 2020","1","","testrun","TestClass","","","test_run[58-0-57-从报告详情页面-GPU信息页面-点击资源统计-[""click""]-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-side-menu > ul > li:nth-child(6) > a > span'""]-get_text-[""By.CSS_SELECTOR,'#uwa-main-app > div.report-side-menu > ul > li.el-menu-item.is-active > a > span'""]-资源统计-None]",""
